student_id;annee_academique;departement_code;departement_nom;ue_code;ue_nom;note;enseignants
etu_2024594;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;9,48;Prof. Lambert
etu_2024594;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;13,54;"Prof. Moreau;Prof. Durand"
etu_2024595;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;5,9;Prof. Lambert
etu_2024595;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;8,71;Prof. Lambert
etu_2024596;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024596;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;13,3;Prof. Lambert
etu_2024596;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;4,0;"Prof. Moreau;Prof. Durand"
etu_2024597;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;9,46;Prof. Lambert
etu_2024597;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;12,8;Prof. Lambert
etu_2024598;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;13,65;Prof. Lambert
etu_2024598;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;16,12;Prof. Lambert
etu_2024598;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;18,67;"Prof. Moreau;Prof. Durand"
etu_2024599;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;10,26;Prof. Lambert
etu_2024599;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;18,79;Prof. Lambert
etu_2024599;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;8,3;"Prof. Moreau;Prof. Durand"
etu_2024600;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;13,18;Prof. Lambert
etu_2024600;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;2,41;Prof. Lambert
etu_2024601;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;15,31;Prof. Lambert
etu_2024601;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;6,69;Prof. Lambert
etu_2024602;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;;Prof. Durand
etu_2024602;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;17,24;Prof. Dubois
etu_2024602;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;13,54;Prof. Durand
etu_2024603;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;3,86;Prof. Durand
etu_2024603;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;7,23;Prof. Dubois
etu_2024603;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;20,0;Prof. Durand
etu_2024604;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;10,64;"Prof. Martin;Prof. Leroy"
etu_2024604;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;8,64;Prof. Simon
etu_2024605;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;7,33;Prof. Lambert
etu_2024605;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;5,11;Prof. Lambert
etu_2024606;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;12,91;Prof. Lambert
etu_2024606;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;3,75;Prof. Lambert
etu_2024606;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;12,36;"Prof. Moreau;Prof. Durand"
etu_2024607;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;9,27;Prof. Lambert
etu_2024607;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;16,91;Prof. Lambert
etu_2024608;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;13,95;"Prof. Martin;Prof. Leroy"
etu_2024608;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;2,74;Prof. Simon
etu_2024609;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024609;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;12,16;Prof. Lambert
etu_2024610;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;8,83;Prof. Lambert
etu_2024610;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;8,03;Prof. Lambert
etu_2024610;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;11,19;"Prof. Moreau;Prof. Durand"
etu_2024611;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;14,25;Prof. Lambert
etu_2024611;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024611;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;14,13;"Prof. Moreau;Prof. Durand"
etu_2024612;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;9,96;Prof. Lambert
etu_2024612;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;13,32;Prof. Lambert
etu_2024613;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;6,23;Prof. Lambert
etu_2024613;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;5,61;Prof. Lambert
etu_2024613;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;10,68;"Prof. Moreau;Prof. Durand"
etu_2024614;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;11,93;Prof. Lambert
etu_2024614;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;9,04;Prof. Lambert
etu_2024615;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024615;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;12,22;Prof. Simon
etu_2024616;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;15,55;Prof. Lambert
etu_2024616;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;12,51;Prof. Lambert
etu_2024616;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;16,61;"Prof. Moreau;Prof. Durand"
etu_2024617;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;4,5;Prof. Lambert
etu_2024617;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024617;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;13,52;"Prof. Moreau;Prof. Durand"
etu_2024618;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;;Prof. Durand
etu_2024618;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;3,31;Prof. Dubois
etu_2024618;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;9,66;Prof. Durand
etu_2024619;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;15,0;Prof. Lambert
etu_2024619;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,37;Prof. Lambert
etu_2024620;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;16,02;Prof. Lambert
etu_2024620;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;6,85;Prof. Lambert
etu_2024621;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;12,44;Prof. Durand
etu_2024621;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;11,08;Prof. Dubois
etu_2024621;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;12,35;Prof. Durand
etu_2024622;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024622;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;7,19;Prof. Lambert
etu_2024623;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;7,01;"Prof. Martin;Prof. Leroy"
etu_2024623;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,6;Prof. Simon
etu_2024624;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;8,94;Prof. Durand
etu_2024624;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;9,87;Prof. Dubois
etu_2024624;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;16,8;Prof. Durand
etu_2024625;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;8,41;Prof. Lambert
etu_2024625;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;16,62;Prof. Lambert
etu_2024626;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024626;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;6,36;Prof. Lambert
etu_2024626;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;12,12;"Prof. Moreau;Prof. Durand"
etu_2024627;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;14,3;Prof. Lambert
etu_2024627;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,84;Prof. Lambert
etu_2024628;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;11,49;Prof. Durand
etu_2024628;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;7,99;Prof. Dubois
etu_2024628;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;9,9;Prof. Durand
etu_2024629;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;17,25;Prof. Lambert
etu_2024629;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;10,34;Prof. Lambert
etu_2024629;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;18,17;"Prof. Moreau;Prof. Durand"
etu_2024630;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;17,56;Prof. Lambert
etu_2024630;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;9,98;Prof. Lambert
etu_2024631;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;14,92;Prof. Lambert
etu_2024631;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;10,75;Prof. Lambert
etu_2024632;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;16,4;Prof. Durand
etu_2024632;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,75;Prof. Dubois
etu_2024632;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;9,24;Prof. Durand
etu_2024633;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;8,2;"Prof. Martin;Prof. Leroy"
etu_2024633;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;;Prof. Simon
etu_2024634;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;8,83;"Prof. Martin;Prof. Leroy"
etu_2024634;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;4,55;Prof. Simon
etu_2024635;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;7,14;Prof. Durand
etu_2024635;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,35;Prof. Dubois
etu_2024635;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;14,85;Prof. Durand
etu_2024636;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;9,64;"Prof. Martin;Prof. Leroy"
etu_2024636;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;7,93;Prof. Simon
etu_2024637;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;11,91;Prof. Lambert
etu_2024637;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024637;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024638;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;8,83;"Prof. Martin;Prof. Leroy"
etu_2024638;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,62;Prof. Simon
etu_2024639;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;9,93;Prof. Lambert
etu_2024639;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;13,95;Prof. Lambert
etu_2024640;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;10,8;Prof. Lambert
etu_2024640;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;17,41;Prof. Lambert
etu_2024641;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;5,7;"Prof. Martin;Prof. Leroy"
etu_2024641;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;10,56;Prof. Simon
etu_2024642;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;17,41;"Prof. Martin;Prof. Leroy"
etu_2024642;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;14,5;Prof. Simon
etu_2024643;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;16,07;Prof. Lambert
etu_2024643;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024644;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;6,91;Prof. Durand
etu_2024644;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;8,08;Prof. Dubois
etu_2024644;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;11,42;Prof. Durand
etu_2024645;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024645;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024645;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;17,17;"Prof. Moreau;Prof. Durand"
etu_2024646;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;7,18;Prof. Lambert
etu_2024646;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;11,24;Prof. Lambert
etu_2024647;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;8,14;Prof. Durand
etu_2024647;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;20,0;Prof. Dubois
etu_2024647;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;5,75;Prof. Durand
etu_2024648;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;;Prof. Durand
etu_2024648;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,51;Prof. Dubois
etu_2024648;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;6,76;Prof. Durand
etu_2024649;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;16,98;"Prof. Martin;Prof. Leroy"
etu_2024649;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,28;Prof. Simon
etu_2024650;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;10,59;Prof. Durand
etu_2024650;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,63;Prof. Dubois
etu_2024650;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;13,92;Prof. Durand
etu_2024651;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;14,16;"Prof. Martin;Prof. Leroy"
etu_2024651;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;4,63;Prof. Simon
etu_2024652;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;14,45;Prof. Lambert
etu_2024652;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;13,8;Prof. Lambert
etu_2024652;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;14,21;"Prof. Moreau;Prof. Durand"
etu_2024653;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;10,22;Prof. Lambert
etu_2024653;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;11,79;Prof. Lambert
etu_2024653;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;12,32;"Prof. Moreau;Prof. Durand"
etu_2024654;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024654;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;3,12;Prof. Lambert
etu_2024655;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;13,85;Prof. Lambert
etu_2024655;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,28;Prof. Lambert
etu_2024656;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;7,53;Prof. Lambert
etu_2024656;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;8,9;Prof. Lambert
etu_2024657;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;10,38;Prof. Durand
etu_2024657;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;12,18;Prof. Dubois
etu_2024657;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024658;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;10,63;Prof. Lambert
etu_2024658;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024658;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024659;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;;Prof. Lambert
etu_2024659;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;16,18;Prof. Lambert
etu_2024660;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;8,89;Prof. Durand
etu_2024660;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;;Prof. Dubois
etu_2024660;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;11,04;Prof. Durand
etu_2024661;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;11,07;Prof. Lambert
etu_2024661;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;14,35;Prof. Lambert
etu_2024662;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;14,49;Prof. Lambert
etu_2024662;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;9,83;Prof. Lambert
etu_2024663;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;9,28;"Prof. Martin;Prof. Leroy"
etu_2024663;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;9,74;Prof. Simon
etu_2024664;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;10,32;Prof. Lambert
etu_2024664;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024664;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;9,3;"Prof. Moreau;Prof. Durand"
etu_2024665;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;10,73;"Prof. Martin;Prof. Leroy"
etu_2024665;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;;Prof. Simon
etu_2024666;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;8,41;Prof. Lambert
etu_2024666;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024667;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;10,33;"Prof. Martin;Prof. Leroy"
etu_2024667;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;15,7;Prof. Simon
etu_2024668;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;15,37;Prof. Durand
etu_2024668;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;11,35;Prof. Dubois
etu_2024668;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;12,36;Prof. Durand
etu_2024669;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;8,44;Prof. Lambert
etu_2024669;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024669;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;11,56;"Prof. Moreau;Prof. Durand"
etu_2024670;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;14,43;"Prof. Martin;Prof. Leroy"
etu_2024670;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;10,66;Prof. Simon
etu_2024671;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;12,33;Prof. Lambert
etu_2024671;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;11,01;Prof. Lambert
etu_2024672;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024672;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;4,72;Prof. Lambert
etu_2024673;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;9,0;"Prof. Martin;Prof. Leroy"
etu_2024673;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;12,53;Prof. Simon
etu_2024674;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;18,08;Prof. Lambert
etu_2024674;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;14,39;Prof. Lambert
etu_2024674;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;12,11;"Prof. Moreau;Prof. Durand"
etu_2024675;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;6,55;"Prof. Martin;Prof. Leroy"
etu_2024675;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,1;Prof. Simon
etu_2024676;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;2,66;"Prof. Martin;Prof. Leroy"
etu_2024676;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;;Prof. Simon
etu_2024677;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;14,42;Prof. Lambert
etu_2024677;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024678;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;15,98;Prof. Lambert
etu_2024678;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;;Prof. Lambert
etu_2024679;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;12,91;"Prof. Martin;Prof. Leroy"
etu_2024679;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;12,77;Prof. Simon
etu_2024680;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;14,49;Prof. Durand
etu_2024680;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,71;Prof. Dubois
etu_2024680;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024681;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;10,14;Prof. Durand
etu_2024681;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;9,29;Prof. Dubois
etu_2024681;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;12,02;Prof. Durand
etu_2024682;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;8,03;Prof. Lambert
etu_2024682;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;13,86;Prof. Lambert
etu_2024683;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;5,9;Prof. Durand
etu_2024683;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;14,37;Prof. Dubois
etu_2024683;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;8,64;Prof. Durand
etu_2024684;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;13,65;Prof. Lambert
etu_2024684;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;11,73;Prof. Lambert
etu_2024685;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;16,19;Prof. Durand
etu_2024685;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;11,13;Prof. Dubois
etu_2024685;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;9,84;Prof. Durand
etu_2024686;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;15,35;Prof. Lambert
etu_2024686;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;16,18;Prof. Lambert
etu_2024687;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;14,07;Prof. Durand
etu_2024687;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;6,83;Prof. Dubois
etu_2024687;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;15,05;Prof. Durand
etu_2024688;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;11,85;"Prof. Martin;Prof. Leroy"
etu_2024688;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;9,69;Prof. Simon
etu_2024689;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;18,5;Prof. Lambert
etu_2024689;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;12,63;Prof. Lambert
etu_2024690;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;15,6;Prof. Lambert
etu_2024690;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;3,72;Prof. Lambert
etu_2024691;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024691;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;6,13;Prof. Lambert
etu_2024692;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;7,13;Prof. Lambert
etu_2024692;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;14,19;Prof. Lambert
etu_2024693;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024693;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;4,87;Prof. Simon
etu_2024694;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;5,04;Prof. Lambert
etu_2024694;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,74;Prof. Lambert
etu_2024695;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;11,41;Prof. Lambert
etu_2024695;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;9,77;Prof. Lambert
etu_2024696;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;10,14;Prof. Durand
etu_2024696;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,3;Prof. Dubois
etu_2024696;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;3,01;Prof. Durand
etu_2024697;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;12,99;Prof. Durand
etu_2024697;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;12,31;Prof. Dubois
etu_2024697;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;10,74;Prof. Durand
etu_2024698;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;11,43;Prof. Durand
etu_2024698;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;10,24;Prof. Dubois
etu_2024698;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;15,01;Prof. Durand
etu_2024699;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;6,2;Prof. Durand
etu_2024699;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;11,8;Prof. Dubois
etu_2024699;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;11,22;Prof. Durand
etu_2024700;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;12,07;"Prof. Martin;Prof. Leroy"
